Nomination ID,SurveyName,Canopy School ID,Governance Descriptor (from Nominations) (from Official School Name)
Nominator_2024-10_Transcend_Westbrook High School,Nominator_2024-10,1086,Public district school
Nominator_2024-10_Transcend_Sunset Beach Elementary School,Nominator_2024-10,1087,Public district school
Nominator_2024-10_Transcend_West Edgecombe Middle School,Nominator_2024-10,1088,Public district school
Nominator_2024-10_Transcend_Kennedy Academy,Nominator_2024-10,1089,Public district school
Nominator_2024-10_Transcend_Jersey City Global Charter School,Nominator_2024-10,1090,Public charter school
Nominator_2024-10_Transcend_Godsman Elementary,Nominator_2024-10,1091,Public district school
Nominator_2024-10_Transcend_Lake Elmo Elementary School,Nominator_2024-10,1092,Public district school
Nominator_2024-10_Transcend_DeWitt Clinton Elementary School,Nominator_2024-10,1093,Public district school
Nominator_2024-10_Transcend_Neighborhood Charter School of Harlem,Nominator_2024-10,1094,Public charter school
Nominator_2024-10_Transcend_G.W. Carver Elementary School,Nominator_2024-10,1095,Public district school
Nominator_2024-10_Transcend_New Liberty Innovation School,Nominator_2024-10,1096,Public district school
Nominator_2024-10_Transcend_Thurgood Marshall Academy Public Charter High School,Nominator_2024-10,1097,Public charter school
Nominator_2024-10_Transcend_East Fort Worth Montessori Academy,Nominator_2024-10,1098,Public charter school
Nominator_2024-10_Transcend_Penn Hills Charter School of Entrepreneurship,Nominator_2024-10,1099,Public charter school
Nominator_2024-10_Transcend_LPS Hayward,Nominator_2024-10,1100,Public charter school
Nominator_2024-10_Transcend_Brooklyn Urban Garden Charter School,Nominator_2024-10,1101,Public charter school
Nominator_2024-10_Transcend_Great Oaks Kathleen Sherry Charter School,Nominator_2024-10,1102,Public charter school
Nominator_2025-10_Transcend_Garrison Elementary School,Nominator_2025-10,1103,"Public district school, Public district school"
Nominator_2024-10_Transcend_Garrison Elementary School,Nominator_2024-10,1103,"Public district school, Public district school"
Nominator_2024-10_Colorado Charter School Institute_Animas High School,Nominator_2024-10,1104,"Public charter school, Public charter school"
Nominator_2025-10_Colorado Charter School Institute_Animas High School,Nominator_2025-10,1104,"Public charter school, Public charter school"
Nominator_2024-10_Colorado Charter School Institute_Kwiyagat Community Academy,Nominator_2024-10,1105,"Public charter school, Public charter school"
Nominator_2025-10_Colorado Charter School Institute_Kwiyagat Community Academy,Nominator_2025-10,1105,"Public charter school, Public charter school"
Nominator_2024-10_Colorado Charter School Institute_AXIS International Academy,Nominator_2024-10,1106,"Public charter school, Public charter school"
Nominator_2025-10_Colorado Charter School Institute_AXIS International Academy,Nominator_2025-10,1106,"Public charter school, Public charter school"
Nominator_2024-10_Colorado Charter School Institute_Colorado International Language Academy,Nominator_2024-10,1107,"Public charter school, Public charter school"
Nominator_2025-10_Colorado Charter School Institute_Colorado International Language Academy,Nominator_2025-10,1107,"Public charter school, Public charter school"
Nominator_2024-10_Transcend_Pan American International High School,Nominator_2024-10,1108,Public district school
Nominator_2024-10_Transcend_MET Professional Academy,Nominator_2024-10,1109,Public district school
Nominator_2024-10_Transcend_Leaders of Tomorrow Middle School,Nominator_2024-10,1110,Public district school
Nominator_2024-10_Transcend_New Roads,Nominator_2024-10,1111,Independent (private) school
Nominator_2024-10_Transcend_BASIS Independent Manhattan Upper School,Nominator_2024-10,1112,Independent (private) school
Nominator_2024-10_Transcend_Power Center Academy Hickory Hill Elementary School,Nominator_2024-10,1113,Public charter school
Nominator_2024-10_The Forest School_The Forest School Online,Nominator_2024-10,1114,Independent (private) school
Nominator_2024-10_Center on Reinventing Public Education_New England Innovation Academy,Nominator_2024-10,1115,Independent (private) school
Nominator_2024-10_Center on Reinventing Public Education_Sora,Nominator_2024-10,1116,Independent (private) school
Nominator_2024-10_Next Generation Learning Challenges_Eminence Elementary,Nominator_2024-10,1118,Public district school
Nominator_2024-10_Transcend_Brookline High School,Nominator_2024-10,1119,Public district school
Nominator_2024-10_Transcend_Brooklyn STEAM,Nominator_2024-10,1120,Public district school
Nominator_2024-10_Science Leadership Academy_Science Leadership Academy Middle School,Nominator_2024-10,1121,Public district school
Nominator_2025-10_Next Generation Learning Challenges_International Academy at Francis Hammond Middle School,Nominator_2025-10,1122,"Public district school, Public district school"
Nominator_2024-10_Transcend_International Academy at Francis Hammond Middle School,Nominator_2024-10,1122,"Public district school, Public district school"
Nominator_2024-10_Transcend_Cherry Creek Innovation Campus,Nominator_2024-10,1123,Public district school
Nominator_2024-10_Mastery Transcript Consortium_Pewaukee High School,Nominator_2024-10,1124,Public charter school
Nominator_2025-10_Center for Innovation in Education (C!E)_The Match High School and Career Center,Nominator_2025-10,1582,Public charter school
Nominator_2025-10_Institute for Personalized Learning_James E. Dottke Project-Based Learning High School,Nominator_2025-10,1588,Public district school
Nominator_2025-10_Learner-Centered Collaborative_Sussex School,Nominator_2025-10,1589,Independent (private) school
Nominator_2025-10_Learner-Centered Collaborative_Watershed School,Nominator_2025-10,1592,Independent (private) school
"Nominator_2025-10_NY Charter School Office_""AECI 1 - The NYC Charter School for Architecture, Engineering, and Construction Industries""",Nominator_2025-10,1593,Public charter school
Nominator_2025-10_NY Charter School Office_Global Concepts Charter School,Nominator_2025-10,1594,Public charter school
Nominator_2025-10_NY Charter School Office_Health Sciences Charter School,Nominator_2025-10,1595,Public charter school
Nominator_2025-10_NY Charter School Office_Charter School For Applied Technologies,Nominator_2025-10,1596,Public charter school
Nominator_2025-10_Indiana Charter Innovation Center_The Portage School Of Leaders,Nominator_2025-10,1597,Public charter school
Nominator_2025-10_Learner-Centered Collaborative_Jefferson County Open School,Nominator_2025-10,1598,Public district school
Nominator_2025-10_Anastasis Academy_The Stead School,Nominator_2025-10,1599,Public charter school
Nominator_2025-10_Anastasis Academy_Gran Via Education,Nominator_2025-10,1600,Public charter school
Nominator_2025-10_Education Evolving_Boston Teachers Union,Nominator_2025-10,1601,Public district school
Nominator_2025-10_Education Evolving_John J. Duggan Academy,Nominator_2025-10,1602,Public district school
Nominator_2025-10_Education Evolving_Washtenaw International High School,Nominator_2025-10,1603,Public district school
Nominator_2025-10_Teach for America_Elizabeth City-Pasquotank Public Schools Micro School,Nominator_2025-10,1604,Public district school
Nominator_2025-10_Getting Smart_Notre Dame de Sion High School for Girls,Nominator_2025-10,1605,Independent (private) school
Nominator_2025-10_Koshkonong Trails School_High Marq Environmental Charter School,Nominator_2025-10,1607,Public charter school
Nominator_2025-10_Getting Smart_Kind Academy Coral Springs,Nominator_2025-10,1608,Independent (private) school
Nominator_2025-10_Innovative Quality Schools_Kalon Prep Academy,Nominator_2025-10,1609,Public charter school
Nominator_2025-10_Innovative Quality Schools_E.C.H.O. Charter School (Every Child Has Opportunities),Nominator_2025-10,1611,Public charter school
Nominator_2025-10_Innovative Quality Schools_BlueSky Online,Nominator_2025-10,1612,Public charter school
Nominator_2025-10_NewSchools Venture Fund_Warwick Community School,Nominator_2025-10,1617,Public district school
Nominator_2025-10_NewSchools Venture Fund_Kindle Education,Nominator_2025-10,1619,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_The Village School,Nominator_2025-10,1620,Independent (private) school
Nominator_2025-10_Center on Reinventing Public Education_New Hampshire Career Academy,Nominator_2025-10,1621,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Denver Green School Northfield,Nominator_2025-10,1622,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Mark Twain Dual Language Academy,Nominator_2025-10,1623,Public charter school
Nominator_2025-10_SUNY Charter Schools Institute_Brooklyn Emerging Leaders Academy Charter School,Nominator_2025-10,1624,Public charter school
Nominator_2025-10_Transcend_Phillips Middle School,Nominator_2025-10,1625,Public district school
Nominator_2025-10_Transcend_Kujawa Elementary,Nominator_2025-10,1626,Public district school
Nominator_2025-10_BES (build. excel. sustain.)_Forte Preparatory Academy Middle School,Nominator_2025-10,1627,"Public charter school, Public charter school"
Nominator_2025-10_NewSchools Venture Fund_Forte Preparatory Academy Middle School,Nominator_2025-10,1627,"Public charter school, Public charter school"
Nominator_2025-10_BES (build. excel. sustain.)_Legacy College Prep,Nominator_2025-10,1628,Public charter school
Nominator_2025-10_Guide School_Greater Dayton School,Nominator_2025-10,1629,Independent (private) school
Nominator_2025-10_National Charter Schools Institute_Math Engineering and Science Academy Charter School (MESA Bushwick),Nominator_2025-10,1631,"Public charter school, Public charter school"
Nominator_2025-10_SUNY Charter Schools Institute_Math Engineering and Science Academy Charter School (MESA Bushwick),Nominator_2025-10,1631,"Public charter school, Public charter school"
Nominator_2025-10_National Charter Schools Institute_ABQ Charter Academy,Nominator_2025-10,1632,Public charter school
Nominator_2025-10_National Charter Schools Institute_Bingham Academy,Nominator_2025-10,1633,Public charter school
Nominator_2025-10_National Charter Schools Institute_Meridian Medical Arts Charter High School,Nominator_2025-10,1634,Public charter school
Nominator_2025-10_National Charter Schools Institute_Academy Of Collaborative Education,Nominator_2025-10,1635,Public charter school
Nominator_2025-10_Transcend_CAST Med High School,Nominator_2025-10,1636,Public charter school
Nominator_2025-10_Transcend_IYC Iovine And Young Center,Nominator_2025-10,1637,Public district school
Nominator_2025-10_Transcend_Collins Middle School,Nominator_2025-10,1638,Public district school
Nominator_2025-10_Public Impact_Cottonwood Elementary School,Nominator_2025-10,1639,Public district school
Nominator_2025-10_Center on Reinventing Public Education_Hawaii Technology Academy ‘Ewa Beach,Nominator_2025-10,1640,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Hawaii Technology Academy Kona,Nominator_2025-10,1641,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Hawaii Technology Academy Waipahu,Nominator_2025-10,1642,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Hawaii Technology Academy Kīhei,Nominator_2025-10,1643,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Hawaii Technology Academy Lāhainā,Nominator_2025-10,1644,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Hawaii Technology Academy Līhuʻe Kaua'i,Nominator_2025-10,1645,Public charter school
Nominator_2025-10_Center on Reinventing Public Education_Milwaukee Academy of Science,Nominator_2025-10,1646,Public charter school
